id,description,category,register,province,urgency,asta_cita,legislative_target,impact_scope,sub_topic,source
b4ce8278-8c64-4a2f-930c-46b65182ee96,pelatihan guru tentang teknologi,Pendidikan,informal,Papua,4,Misi 4: Teknologi,DPRD Provinsi,National,Pendidikan,synthetic_strategic_v2
5391c9f4-cfe5-4b48-98c4-ef037930e052,pendidikan karakter yang lebih baik,Pendidikan,informal,Jambi,5,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan,synthetic_strategic_v2
1efbd565-964c-4520-9754-0a0bc6e2bceb,perluin sekolah gratis biar anak2 bisa sekolah,Pendidikan,informal,Kalimantan Timur,5,Misi 4: Pendidikan,DPRD Kab/Kota,Individual,Pendidikan Dasar,synthetic_strategic_v2
32c620e8-a371-4888-b6ae-d16255ac4d4b,butuh lab komputer di sekolah,Pendidikan,informal,Kalimantan Timur,4,Misi 4: Teknologi,DPRD Provinsi,Regional,Pendidikan Teknologi,synthetic_strategic_v2
43fd8579-9156-4bbe-bfe7-50ea7f25fa6c,pengajar kejuruan harus di tambah,Pendidikan,informal,Jawa Barat,3,Misi 4: SDM,DPR RI,Regional,Pendidikan Vokasional,synthetic_strategic_v2
20bf9b53-7d1d-4bd9-a6d4-ddf394d0ee8f,kurangnya fasilitas olahraga di sekolah,Pendidikan,informal,Jawa Timur,2,Misi 4: Kesehatan,DPRD Kab/Kota,Individual,Pendidikan Jasmani,synthetic_strategic_v2
490715e5-6727-4bdb-bc65-2d17b2cabb1d,butuh beasiswa untuk anak kurang mampu,Pendidikan,informal,NTT,5,Misi 4: Pendidikan,DPRD Provinsi,National,Bantuan Pendidikan,synthetic_strategic_v2
2373791f-30a9-4cbb-ad47-baa0776526f8,perlunya pelatihan guru untuk kemajuan pendidikan,Pendidikan,informal,Papua,4,Misi 4: SDM,DPR RI,National,Pengembangan Guru,synthetic_strategic_v2
79e7017b-181c-420c-83bc-b257945f151c,sekolah harus punya fasilitas ramah disabilitas,Pendidikan,informal,Papua,3,Misi 4: Pendidikan,DPRD Kab/Kota,Individual,Pendidikan Inklusif,synthetic_strategic_v2
194a908c-760d-49c0-9388-2da3ee66dde5,perlu penambahan dana bantuan pendidikan,Pendidikan,informal,Sumatera Utara,5,Misi 4: Pendidikan,DPR RI,Regional,Anggaran Pendidikan,synthetic_strategic_v2
3c9f01bf-f57b-4aac-9990-acc0e6681b4b,butuh peningkatan kualitas pendidikan di daerah terpencil,Pendidikan,informal,Sumatera Utara,4,Misi 4: Pendidikan,DPRD Provinsi,Community,Pendidikan Pedesaan,synthetic_strategic_v2
b5e6ee82-267e-4aa1-9257-ff9a36ddd0b9,kurangnya kesadaran akan pentingnya pendidikan kesehatan reproduksi,Pendidikan,informal,Kalimantan Timur,3,Misi 4: Kesehatan,DPRD Kab/Kota,Regional,Pendidikan Kesehatan Reproduksi,synthetic_strategic_v2
a636ec85-4a98-4b24-b112-4c014e460a39,SDM lebih pintar,Pendidikan,informal,Sumatera Utara,5,Misi 4: SDM,DPR RI,National,Pendidikan,synthetic_strategic_v2
a3d65888-8c26-4007-be37-356e82375b91,Dana pendidikan lebih banyak,Pendidikan,informal,Papua,4,Misi 4: Pendidikan,DPRD Provinsi,Individual,Pendidikan,synthetic_strategic_v2
3373ea4c-414b-4e87-acd0-0c008420297d,Kurikulum yang lebih baik,Pendidikan,informal,Jawa Barat,3,Misi 4: Pendidikan,DPRD Kab/Kota,Community,Pendidikan,synthetic_strategic_v2
feb66b31-0019-48d6-ab5a-70050698fc06,Guru lebih kompeten,Pendidikan,informal,Papua,5,Misi 4: SDM,DPR RI,Community,Pendidikan,synthetic_strategic_v2
19472e0d-7762-4534-a8d3-abb484e87b62,Fasilitas sekolah lebih baik,Pendidikan,informal,Sumatera Utara,4,Misi 4: Pendidikan,DPRD Provinsi,Regional,Pendidikan,synthetic_strategic_v2
15722b82-af6a-4041-a881-2722c4267c3d,Biaya pendidikan lebih murah,Pendidikan,informal,NTT,5,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan,synthetic_strategic_v2
60f97e5c-1e6d-4401-8705-6d3394fa4d8e,Teknologi di sekolah,Pendidikan,informal,NTT,4,Misi 4: Teknologi,DPRD Kab/Kota,National,Pendidikan,synthetic_strategic_v2
c9392fa2-7467-44b4-9a43-c07e89c3a80c,Pendidikan karakter,Pendidikan,informal,Sumatera Utara,3,Misi 4: Pendidikan,DPRD Provinsi,Community,Pendidikan,synthetic_strategic_v2
ceebefe8-4e3b-4aff-8a5d-652fc3ee04ea,Pendidikan untuk disabilitas,Pendidikan,informal,Sumatera Utara,5,Misi 4: Pendidikan,DPR RI,National,Pendidikan,synthetic_strategic_v2
3947b26a-e1d7-4411-bcc2-b349999fc103,Pendidikan untuk semua,Pendidikan,informal,NTT,5,Misi 4: Pendidikan,DPR RI,Community,Pendidikan,synthetic_strategic_v2
b635c6cb-f135-40a0-9686-e2134106236d,perluin sekolah ramah lingkungan,Pendidikan,informal,Kalimantan Timur,4,Misi 4: Pendidikan,DPRD Kab/Kota,Community,Pendidikan,synthetic_strategic_v2
5d8dde90-0c48-4a4a-8125-135c873251f5,sekolah harusnya ada laboratorium,Pendidikan,informal,Papua,4,Misi 4: Sains,DPRD Kab/Kota,Community,Pendidikan,synthetic_strategic_v2
fda8a790-7ef8-40d5-8ebf-58c71345c3af,butuh pelatihan untuk guru,Pendidikan,informal,Jambi,4,Misi 4: SDM,DPRD Provinsi,Individual,Pendidikan,synthetic_strategic_v2
8bb1d686-8e54-4af1-b8cf-b0b3591bc628,perlu kurikulum yang lebih baik,Pendidikan,informal,Jambi,5,Misi 4: Pendidikan,DPR RI,National,Pendidikan,synthetic_strategic_v2
0bc65cca-9d7b-40d7-921c-45286c314e9d,sekolah harusnya ada fasilitas olahraga,Pendidikan,informal,Kalimantan Timur,3,Misi 4: Kesehatan,DPRD Kab/Kota,National,Pendidikan,synthetic_strategic_v2
fdc10cd9-8d94-4f04-92c3-301197674364,kebutuhan akan perpustakaan sekolah,Pendidikan,informal,Jawa Timur,4,Misi 4: Pendidikan,DPRD Provinsi,Individual,Pendidikan,synthetic_strategic_v2
bc1a08d1-f071-45f3-bd28-75b9b008e4d4,perlunya edukasi tentang teknologi,Pendidikan,informal,NTT,5,Misi 4: Teknologi,DPR RI,National,Pendidikan,synthetic_strategic_v2
a26ef641-3459-4d95-92f9-abb4d4065aee,Lebih bnyk beasiswa,Pendidikan,informal,Papua,4,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan,synthetic_strategic_v2
706a10d7-d9dd-456f-bc09-2ea9cc28d250,Perluin guru yg kompeten,Pendidikan,informal,Papua,5,Misi 4: SDM,DPRD Kab/Kota,Regional,Pendidikan,synthetic_strategic_v2
32042e98-f24f-4a87-a98f-0e47b34bc537,Butuh lab sekolah yg memadai,Pendidikan,informal,Jawa Barat,3,"Misi 4: Sains, Teknologi",DPRD Provinsi,National,Pendidikan,synthetic_strategic_v2
c4ed825d-5c16-4ba0-b692-220d38c425d6,Biaya kuliah murah,Pendidikan,informal,Jawa Barat,5,Misi 4: Pendidikan,DPR RI,Community,Pendidikan,synthetic_strategic_v2
0554f9a6-14be-415a-8226-7efc6c44aa5f,Perlunya pelatihan guru,Pendidikan,informal,Kalimantan Timur,4,Misi 4: SDM,DPRD Kab/Kota,Regional,Pendidikan,synthetic_strategic_v2
b50d23b4-e2a8-40b4-ab4f-8c767abb882c,Kursus online gratis,Pendidikan,informal,Kalimantan Timur,2,Misi 4: Teknologi,DPR RI,Regional,Pendidikan,synthetic_strategic_v2
35c93c38-0d1f-4734-bb08-5ea7be528240,Perpustakaan digital,Pendidikan,informal,Sumatera Utara,3,"Misi 4: Sains, Teknologi",DPRD Provinsi,Individual,Pendidikan,synthetic_strategic_v2
e7efea3c-56db-48ec-8df0-995dd8f5643b,Pendidikan karakter wajib,Pendidikan,informal,NTT,4,Misi 4: Pendidikan,DPR RI,National,Pendidikan,synthetic_strategic_v2
22c3edd5-d06e-48d2-95be-03b8bc5b33f2,Guru honorer dapat gaji,Pendidikan,informal,NTT,5,Misi 4: SDM,DPRD Kab/Kota,Individual,Pendidikan,synthetic_strategic_v2
304ed98f-7749-4943-a54c-c1df83c1ddb3,Beasiswa luar negeri,Pendidikan,informal,NTT,4,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan,synthetic_strategic_v2
4a6dbbef-423f-4828-891a-f7c6e5348340,lebih bnyk beasiswa untuk mahasiswa,Pendidikan,informal,Jawa Barat,4,Misi 4: Pendidikan,DPR RI,Regional,Pendidikan Tinggi,synthetic_strategic_v2
64006528-03cb-4b48-a2d0-d72476643335,perbaiki infrastruktur sekolah,Pendidikan,informal,Papua,5,Misi 4: Pendidikan,DPRD Kab/Kota,National,Pendidikan Dasar,synthetic_strategic_v2
55e4871a-e355-463e-80be-2c2c90921e5f,bijak teknologi untuk anak,Pendidikan,informal,Jawa Timur,2,Misi 4: Teknologi,DPR RI,Community,Pendidikan Digital,synthetic_strategic_v2
32044bbd-44d9-485a-97f4-85a702fc3de3,akses pendidikan inklusif,Pendidikan,informal,Papua,5,Misi 4: Pendidikan,DPRD Kab/Kota,Community,Pendidikan Inklusif,synthetic_strategic_v2
55a85f9b-5c25-456e-bfd2-c5d80d71b2fd,kurikulum yang lebih baik,Pendidikan,informal,Kalimantan Timur,4,Misi 4: Pendidikan,DPR RI,Regional,Kurikulum Pendidikan,synthetic_strategic_v2
c4ef46e6-81fc-4fae-9df1-63e8c723879d,fasilitas pendidikan gratis,Pendidikan,informal,Jawa Barat,5,Misi 4: Pendidikan,DPRD Provinsi,National,Pendidikan Gratis,synthetic_strategic_v2
440c9400-6376-42c0-8a30-b055b5134225,peningkatan kualitas pendidikan,Pendidikan,informal,NTT,4,Misi 4: Pendidikan,DPR RI,Regional,Kualitas Pendidikan,synthetic_strategic_v2
eaf2b585-699b-4b50-9dc6-517146a66846,pendidikan karakter wajib,Pendidikan,informal,Jawa Barat,4,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan Karakter,synthetic_strategic_v2
637da902-e5a6-4d37-8c98-1fd1a66f926a,perluin guru kimia lbh,Pendidikan,informal,Kalimantan Timur,5,Misi 4: SDM,DPRD Provinsi,Individual,Pendidikan,synthetic_strategic_v2
ec8710a7-456f-4df2-bc98-ef18b72a52e9,buku pelajaran murah,Pendidikan,informal,Jawa Barat,3,Misi 4: Pendidikan,DPR RI,National,Pendidikan,synthetic_strategic_v2
80806893-78fc-4c22-88a4-f0313c0b8451,lptn bantu siswa miskin,Pendidikan,informal,Jawa Timur,5,Misi 4: SDM,DPRD Kab/Kota,National,Pendidikan,synthetic_strategic_v2
b48dff95-0f52-4a08-8836-7fe19226063f,lab komputer sdh usang,Pendidikan,informal,NTT,4,Misi 4: Teknologi,DPRD Provinsi,National,Pendidikan,synthetic_strategic_v2
fb984049-dad6-4b0a-a513-4a7203ab412c,butuh ruang baca,Pendidikan,informal,NTT,2,Misi 4: Pendidikan,DPRD Kab/Kota,Individual,Pendidikan,synthetic_strategic_v2
fdce5a4e-312a-4f08-be87-0cb21138f223,kurangnya guru olahraga,Pendidikan,informal,Jambi,3,Misi 4: SDM,DPRD Provinsi,National,Pendidikan,synthetic_strategic_v2
88e1836a-5c33-45b8-a956-2a189bc38969,pembangunan sma baru,Pendidikan,informal,Jawa Barat,5,Misi 4: Pendidikan,DPR RI,Community,Pendidikan,synthetic_strategic_v2
dc9f4a85-d573-48f3-adc6-4e222fe61d05,penambahan jam ekstra,Pendidikan,informal,Sumatera Utara,4,Misi 4: Pendidikan,DPRD Provinsi,Regional,Pendidikan,synthetic_strategic_v2
45ded5f4-6d74-4ace-a3d1-c14a516896e9,Perbaiki infra sekolah,Pendidikan,informal,Kalimantan Timur,5,Misi 4: Pendidikan,DPRD Kab/Kota,Individual,Pendidikan Dasar,synthetic_strategic_v2
2d2e7bdd-b9bb-4daf-99b3-e3401afa5f0d,Biaya kuliah yang murah,Pendidikan,informal,Jawa Timur,5,Misi 4: Pendidikan,DPR RI,National,Pendidikan Tinggi,synthetic_strategic_v2
a68cff6d-82e4-44fa-8880-091b3da976a2,Guru yang lebih berkualitas,Pendidikan,informal,Papua,4,Misi 4: Pendidikan,DPRD Provinsi,Community,Pendidikan Guru,synthetic_strategic_v2
e654af7b-f67f-4bba-9c3e-40333844890e,Akses internet di sekolah,Pendidikan,informal,Jawa Timur,4,Misi 4: Teknologi,DPRD Kab/Kota,Community,Pendidikan,synthetic_strategic_v2
65855c3b-ce2d-4fd5-a3db-1b360c56fefb,Buku pelajaran yang lebih baik,Pendidikan,informal,Jawa Barat,3,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan Dasar,synthetic_strategic_v2
42b7c75f-580f-4f5a-ab86-3553ba2f137b,Pendidikan karakter yang lebih baik,Pendidikan,informal,Kalimantan Timur,4,Misi 4: Pendidikan,DPRD Provinsi,National,Pendidikan Karakter,synthetic_strategic_v2
7169767f-264e-444c-af77-f848785eb82d,Perlu peningkatan kualitas pendidikan dasar,Pendidikan,formal,Sumatera Utara,4,Misi 4: Pendidikan,DPRD Kab/Kota,National,Pendidikan Dasar,synthetic_strategic_v2
b3262472-3d64-4d39-b3b2-5040e9bc9806,Diperlukan program beasiswa untuk mahasiswa berprestasi,Pendidikan,formal,NTT,3,Misi 4: Pendidikan,DPR RI,Individual,Pendidikan Tinggi,synthetic_strategic_v2
24048e0f-db06-45ac-985d-882e4ab31d7a,Butuh penambahan fasilitas sekolah di daerah terpencil,Pendidikan,formal,NTT,5,Misi 4: Pendidikan,DPRD Provinsi,National,Pendidikan Dasar,synthetic_strategic_v2
17ab1fbd-0bb2-4f19-99c9-b0489b295b4b,Pengembangan kurikulum pendidikan yang lebih komprehensif,Pendidikan,formal,Jawa Timur,2,Misi 4: Pendidikan,DPR RI,Individual,Kurikulum Pendidikan,synthetic_strategic_v2
b6eb9d90-a7b3-4ca1-a1c6-6d3b13db1fbc,Peningkatan kualitas guru dengan pelatihan rutin,Pendidikan,formal,Kalimantan Timur,4,Misi 4: Pendidikan,DPRD Kab/Kota,Regional,Pengembangan Guru,synthetic_strategic_v2
08a586da-fa47-4831-b87a-d6e464f04ee1,Pembangunan perpustakaan digital untuk akses pendidikan luas,Pendidikan,formal,Kalimantan Timur,3,Misi 4: Pendidikan,DPRD Provinsi,National,Sumber Belajar,synthetic_strategic_v2
6471a930-c763-4bd0-a851-3533315a1f1d,Pengadaan fasilitas pendidikan khusus untuk disabilitas,Pendidikan,formal,NTT,5,Misi 4: Pendidikan,DPR RI,Community,Pendidikan Inklusif,synthetic_strategic_v2
245ac8dc-f0e0-4978-a184-ab55edf3a7e0,Penerapan teknologi dalam proses belajar mengajar,Pendidikan,formal,Jambi,4,Misi 4: Teknologi,DPRD Kab/Kota,Individual,Pendidikan Berbasis Teknologi,synthetic_strategic_v2
90f6281e-8633-4cbf-921c-664cc8487a47,Pengembangan program pendidikan karakter bagi siswa,Pendidikan,formal,Sumatera Utara,3,Misi 4: Pendidikan,DPRD Provinsi,Regional,Pendidikan Karakter,synthetic_strategic_v2
33e71fe7-d850-4b71-9cb6-5071f9b0f98a,Peningkatan akses pendidikan bagi masyarakat ekonomi lemah,Pendidikan,formal,NTT,5,Misi 4: Pendidikan,DPR RI,Regional,Pendidikan untuk Semua,synthetic_strategic_v2
8cca9658-714b-4acd-8ce9-a96c983cdb1c,Peningkatan kualitas pendidikan dasar,Pendidikan,formal,Jawa Timur,4,Misi 4: Pendidikan,DPRD Kab/Kota,National,Pendidikan Dasar,synthetic_strategic_v2
47b49131-1d8d-434a-ac8c-f6b54c45bbff,Pengembangan sains dan teknologi,Pendidikan,formal,Jawa Timur,5,"Misi 4: Sains, Teknologi",DPR RI,Regional,Pendidikan Teknologi,synthetic_strategic_v2
f670babb-f7cb-48f3-a8c9-472a1e20d575,Pembangunan infrastruktur pendidikan,Pendidikan,formal,Sumatera Utara,3,Misi 4: Pendidikan,DPRD Provinsi,Community,Infrastruktur Pendidikan,synthetic_strategic_v2
be1b069d-1970-4043-9dee-a13dbbcf30d4,Peningkatan kualitas guru,Pendidikan,formal,Jawa Timur,4,Misi 4: Pendidikan,DPRD Kab/Kota,Regional,Pendidikan Guru,synthetic_strategic_v2
c9a9fec8-c65b-4a1a-bb21-746bb619dd2e,Pengembangan pelatihan vokasional,Pendidikan,formal,NTT,4,Misi 4: Pendidikan,DPR RI,Community,Pendidikan Vokasional,synthetic_strategic_v2
0fc0c917-5ea3-4d73-916f-192992c411b5,Peningkatan akses pendidikan inklusif,Pendidikan,formal,Kalimantan Timur,5,Misi 4: Pendidikan,DPRD Provinsi,Community,Pendidikan Inklusif,synthetic_strategic_v2
3d15d542-f1b3-4217-acf8-1aa4e87318e4,Pengembangan teknologi pendidikan,Pendidikan,formal,Sumatera Utara,4,Misi 4: Teknologi,DPR RI,Community,Pendidikan Teknologi,synthetic_strategic_v2
a42dc457-d88c-45fd-ae34-5eda73616706,Peningkatan kualitas pendidikan tinggi,Pendidikan,formal,Jambi,4,Misi 4: Pendidikan,DPR RI,National,Pendidikan Tinggi,synthetic_strategic_v2
66899fe3-6019-41d0-aaab-4ae189fc6c32,Pengembangan pendidikan kesehatan,Pendidikan,formal,Jawa Timur,4,Misi 4: Kesehatan,DPRD Kab/Kota,National,Pendidikan Kesehatan,synthetic_strategic_v2
05722df7-ec7b-4149-8a41-2e88a7d24c94,Peningkatan kualitas pendidikan dasar khusus,Pendidikan,formal,NTT,4,Misi 4: Pendidikan,DPRD Provinsi,National,Pendidikan Dasar Khusus,synthetic_strategic_v2
365f7fb3-590d-44f9-b02b-33b27efc72ce,Meningkatkan kualitas pendidikan,Pendidikan,formal,Jawa Barat,4,"Misi 4: SDM, Sains, Teknologi, Pendidikan, Kesehatan",DPR RI,Individual,Pendidikan,synthetic_strategic_v2
fde85133-c01c-4b4b-8504-6694141b40f4,Pemerataan akses pendidikan,Pendidikan,formal,Sumatera Utara,5,"Misi 4: SDM, Sains, Teknologi, Pendidikan, Kesehatan",DPRD Provinsi,National,Pendidikan,synthetic_strategic_v2
f75ad755-7465-4287-abd1-3eb8ad7de8e9,bukin lapangan kerja baru di desa,Ekonomi,informal,NTT,4,Misi 3,DPRD Kab/Kota,Regional,Ekonomi Desa,synthetic_strategic_v2
c14023c8-4f4f-4aa8-87cd-e0dadbe3a645,dongkrak produksi pangan lokal,Ekonomi,informal,Jawa Barat,5,Misi 2,DPR RI,Individual,Swasembada Pangan,synthetic_strategic_v2
7af097f5-a836-4b90-8418-b102454b485a,kembangin usaha kecil di kota,Ekonomi,informal,Sumatera Utara,3,Misi 3,DPRD Kab/Kota,Regional,Kewirausahaan,synthetic_strategic_v2
1ace4016-cae3-4398-9587-f76e38bc1af6,bantu petani desa akses modal,Ekonomi,informal,Papua,4,Misi 6,DPRD Kab/Kota,Regional,Pemerataan Ekonomi,synthetic_strategic_v2
7617b243-9da5-4f92-9abb-b1c4912ca822,fasilitasi industri kecil dan menengah,Ekonomi,informal,Papua,4,Misi 5,DPR RI,Individual,Hilirisasi,synthetic_strategic_v2
20cf53fe-5b96-4796-abd0-ddb682cf321c,kembangkan ekowisata di desa,Ekonomi,informal,Papua,3,Misi 6,DPRD Kab/Kota,Community,Pariwisata Desa,synthetic_strategic_v2
3fe18f50-990d-4268-baaf-6a2d8ee4148e,tingkatkan kualitas sumber daya manusia,Ekonomi,informal,NTT,5,Misi 3,DPR RI,Individual,Pendidikan dan Pelatihan,synthetic_strategic_v2
b76b5da3-3bdb-4b7a-8ff5-d8eaa726ea9e,kembangkan infrastruktur desa,Ekonomi,informal,Papua,4,Misi 6,DPRD Kab/Kota,Individual,Infrastruktur Desa,synthetic_strategic_v2
b00a6ad3-ddfd-41ef-a10a-42515619ffea,fasilitasi akses pasar bagi UMKM,Ekonomi,informal,Papua,4,Misi 5,DPR RI,Individual,Pemasaran UMKM,synthetic_strategic_v2
9e556aff-4e14-4116-bfe0-21ef52b95125,bantu UKM naik kelas,Ekonomi,informal,Sumatera Utara,4,Misi 5,DPRD Kab/Kota,Regional,Ekonomi,synthetic_strategic_v2
0a8ac89e-e9ad-4d35-a536-9b2c5a9df67d,dongkrak ekspor produk lokal,Ekonomi,informal,Jambi,5,Misi 6,DPR RI,Regional,Ekonomi,synthetic_strategic_v2
518bea9e-349a-4378-bdd3-3da77c06733e,perluatkan UMKM di desa,Ekonomi,informal,Sumatera Utara,3,Misi 3,DPRD Provinsi,Community,Ekonomi,synthetic_strategic_v2
53ec3894-e074-43af-aea5-879d7ff70a1a,buka lapangan kerja baru,Ekonomi,informal,Jawa Timur,4,Misi 3,DPRD Kab/Kota,National,Ekonomi,synthetic_strategic_v2
5d4776d0-56e3-422c-9ddf-68269eb3fabc,kembangkan pariwisata daerah,Ekonomi,informal,Jambi,3,Misi 6,DPRD Provinsi,Regional,Ekonomi,synthetic_strategic_v2
66762528-6b07-4826-a2b2-46da2f8df3c7,suport wirausaha muda,Ekonomi,informal,NTT,4,Misi 5,DPR RI,National,Ekonomi,synthetic_strategic_v2
eaf9dc81-c071-428c-8329-96bd12cc6b90,asah keterampilan kerja,Ekonomi,informal,Sumatera Utara,3,Misi 3,DPRD Kab/Kota,Regional,Ekonomi,synthetic_strategic_v2
a08b5af3-dea1-4990-8afd-2fb1f5cd7781,kembangkan industri kreatif,Ekonomi,informal,Sumatera Utara,4,Misi 5,DPRD Provinsi,Community,Ekonomi,synthetic_strategic_v2
42452ea7-8e88-419e-993a-c968470f2468,tingkatkan kesejahteraan petani,Ekonomi,informal,Sumatera Utara,5,Misi 2,DPR RI,National,Ekonomi,synthetic_strategic_v2
7fab03e0-8dc6-47ab-b5ce-23a0ad1dac8c,buka lapangan kerja baru di desa,Ekonomi,informal,NTT,4,Misi 3,DPRD Kab/Kota,National,Ekonomi,synthetic_strategic_v2
427c3fd7-7695-4178-a89d-f8c2d55c39fa,tingkatkan swasembada pangan,Ekonomi,informal,Jawa Barat,4,Misi 2,DPR RI,Community,Pertanian,synthetic_strategic_v2
e253204f-9443-4160-857d-6a2bf37db722,fasilitasi kewirausahaan muda,Ekonomi,informal,Papua,3,Misi 3,DPRD Provinsi,Individual,Ekonomi,synthetic_strategic_v2
aa2ec9ab-8c8b-48ba-985e-35168589e58c,kembangkan industri hilir,Ekonomi,informal,Sumatera Utara,5,Misi 5,DPR RI,National,Ekonomi,synthetic_strategic_v2
124d3ef1-7805-4ff0-9c11-a6f4fd4c08e3,perbaiki infrastruktur desa,Ekonomi,informal,NTT,4,Misi 3,DPRD Kab/Kota,National,Infrastruktur,synthetic_strategic_v2
1a7e2964-b1f0-4c14-aa17-c2dab3934ada,tingkatkan kualitas SDM,Ekonomi,informal,Sumatera Utara,4,Misi 3,DPRD Provinsi,National,Pendidikan,synthetic_strategic_v2
4cd4dd7c-ed53-4a66-a026-2b0c797e5429,kembangkan ekonomi biru,Ekonomi,informal,Sumatera Utara,5,Misi 2,DPR RI,Community,Ekonomi Biru,synthetic_strategic_v2
4f060eac-db19-410a-9b8b-e4b4fa6cbc00,perluasan akses air bersih,Ekonomi,informal,Jawa Barat,5,Misi 2,DPRD Kab/Kota,National,Lingkungan,synthetic_strategic_v2
44487eea-9a9a-495a-9b44-ae7aa183f0e0,butuh lapangan kerja lebih banyak di desa,Ekonomi,informal,Jambi,5,Misi 3,DPRD Kab/Kota,Community,Ekonomi Desa,synthetic_strategic_v2
eacd0c46-7377-4bc4-890e-a015794fbcf2,swasembada pangan untuk kemandirian,Ekonomi,informal,Jawa Timur,4,Misi 2,DPR RI,Individual,Pertanian,synthetic_strategic_v2
0f41df12-8ee9-4ef4-83e0-b09108b38a31,kembangkan ekonomi hijau di kota besar,Ekonomi,informal,Jambi,3,Misi 2,DPRD Provinsi,Community,Lingkungan,synthetic_strategic_v2
91af1804-82c1-46a8-93ff-6a2a373cf6ff,buka lapangan kerja di sektor pariwisata,Ekonomi,informal,Jawa Barat,5,Misi 3,DPRD Kab/Kota,National,Pariwisata,synthetic_strategic_v2
15b1f0ac-e349-44e0-a0d4-902341c2f460,industrialisasi di daerah terpencil,Ekonomi,informal,Papua,4,Misi 5,DPR RI,National,Pembangunan Daerah,synthetic_strategic_v2
fdcbe083-9429-4b3d-a28c-01752150d976,kembangkan UKM di desa,Ekonomi,informal,Papua,4,Misi 6,DPRD Kab/Kota,Regional,Kewirausahaan,synthetic_strategic_v2
b06c0226-34d6-4509-8a17-19f3118ae930,perkuat infrastruktur jalan dan jembatan,Ekonomi,informal,NTT,5,Misi 3,DPRD Provinsi,National,Infrastruktur,synthetic_strategic_v2
bd97a8f2-7a98-447f-a825-3e92284b16c5,hilirisasi industri pertanian,Ekonomi,informal,Jawa Barat,4,Misi 5,DPR RI,Regional,Pertanian,synthetic_strategic_v2
5d754dca-18ea-4bbe-906f-3d934178fc3c,kembangkan ekonomi kreatif di kota,Ekonomi,informal,Jambi,3,Misi 3,DPRD Kab/Kota,Individual,Ekonomi Kreatif,synthetic_strategic_v2
7ab50956-441b-4236-bc20-7b6140fc6bbe,pemerataan ekonomi desa dan kota,Ekonomi,informal,Sumatera Utara,5,Misi 6,DPR RI,Regional,Pemerataan Ekonomi,synthetic_strategic_v2
1781479d-00a9-4ef0-8d11-08e56e4609be,swasembada pangan sekarang juga,Ekonomi,informal,Jawa Timur,5,Misi 2,DPR RI,Community,Ekonomi,synthetic_strategic_v2
dd8611df-86f8-4b47-b8e4-2832842e2bd7,kerja sama dengan negara lain,Ekonomi,informal,Jawa Barat,3,Misi 3,DPR RI,National,Ekonomi,synthetic_strategic_v2
8cb6c20e-617e-416b-84c6-05d01c4c9606,bijak dalam mengelola sumber daya,Ekonomi,informal,Sumatera Utara,4,Misi 2,DPRD Kab/Kota,National,Ekonomi,synthetic_strategic_v2
21a863a5-a10b-4f18-9e1c-9f3b81443518,"desa maju, ekonomi sejahtera",Ekonomi,informal,Kalimantan Timur,4,Misi 6,DPRD Kab/Kota,National,Ekonomi,synthetic_strategic_v2
428e174a-a744-41f8-9a3c-2b2ae9ade9d8,infrastruktur yang memadai,Ekonomi,informal,Jawa Barat,4,Misi 3,DPR RI,Community,Ekonomi,synthetic_strategic_v2
2bf7877e-d91e-4b0a-bc77-5b983070737b,pembangunan dari desa,Ekonomi,informal,NTT,4,Misi 6,DPRD Kab/Kota,Regional,Ekonomi,synthetic_strategic_v2
e7933943-df13-4253-bc4c-3e260fe7355f,kewirausahaan mudah diakses,Ekonomi,informal,Jawa Barat,4,Misi 3,DPRD Provinsi,Individual,Ekonomi,synthetic_strategic_v2
35045c71-68d0-4d5c-b2ab-af92a9dfc388,industri yang berkelanjutan,Ekonomi,informal,NTT,4,Misi 5,DPR RI,Individual,Ekonomi,synthetic_strategic_v2
f236c262-01b2-40c7-b671-29a4198f970a,Naikkan gaji pegawai,Ekonomi,informal,NTT,4,Misi 3,DPR RI,Community,Lapangan Kerja,synthetic_strategic_v2
01640620-970d-41c4-a4ec-1c7c31120b36,Harga bahan pangan turun,Ekonomi,informal,Sumatera Utara,3,Misi 2,DPR RI,Regional,Swasembada Pangan,synthetic_strategic_v2
efa102d3-bed7-4301-bf97-36e45a20c099,Dukung UMKM lokal,Ekonomi,informal,Sumatera Utara,2,Misi 5,DPRD Provinsi,National,Hilirisasi,synthetic_strategic_v2
71084ed5-b355-4888-874f-98af190bdbc0,Perbaiki infrastruktur desa,Ekonomi,informal,Papua,4,Misi 6,DPRD Kab/Kota,Regional,Pemerataan Ekonomi,synthetic_strategic_v2
f94a9684-fa5d-452a-8cbd-7f0149e2cfb1,Kurangi biaya hidup,Ekonomi,informal,NTT,5,Misi 2,DPR RI,National,Ekonomi Hijau dan Biru,synthetic_strategic_v2
